stock,Region1Name,Region2Name,Region3Name,Region4Name,pst_agg,juv_marine,juv_marine_updated
WESTROAD,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
WEST_ROAD_(BLACKWATER)_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
WEST_ROAD_BLACKWATER_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
WEST_ROAD__BLACKWATER_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
WHITEHORSE POND,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
WHITEHORSE_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
WILLOW_R,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
WILLOW_RIVER,Fraser_Spring_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
ADAMS_RIVER,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
HARBOUR_CR,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
LITTLE,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
LITTLE_R,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
LITTLE_RIVER,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
L_ADAMS,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
L_SHUS@U_ADAMS,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
L_SHUSWAP,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
L_THOMPSON,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
MARIA_SLOUGH,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
MOMICH_R,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
M_SHUSWAP,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
S-SALMON R/TOMF,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
S-SHUSWAP R LOW,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
S-SHUSWAP R MIDDLE,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
SALMON@SA,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
"SHUSWAP RIVER, MIDDLE, H",Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
SHUSWAP_RIVER-LOWER,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
SHUSWAP_RIVER-MIDDLE,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
SHUSWAP_R_MIDDLE,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
SOOKE HARBOUR SEAPEN,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
SOUTH_THOM,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
SOUTH_THOMPSON_RIVER,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
THOMPSON_RIVER_BELOW_KAMLOOPS_LAKE,Fraser_Summer_4.1,Fraser Early,Fraser River,SalSea,FR-early,Fraser_Summer_4.1,Fraser_Summer_4.1
AVOLA_CR,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BARRIERE,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BARRIERE_R,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BARRIERE_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BIG_SILVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BIG_SILVER_CREEK,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
BIRCH_ISLAND_CHANNEL,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CHILKO,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CHILKO_R,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CHILKO_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CLEARWATER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CLEARWATER_CR,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
CLEARWATER_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
ELKIN,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
ELKIN_CREEK,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
ELKIN_R,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
FENNELL_CR,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
GATES_CR,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
KUZKWA_CR,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
KUZKWA_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
LEMIEUX_CR,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
LEMIEUX_CREEK,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
L_CARIBOO,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
MCQUESTEN_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
NECHAKO_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
NORTH_THOMPSON_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
N_THOM@MAIN,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
PINCHI_CREEK,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
PORTAGE,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
PORTAGE_C,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
PORTAGE_CREEK,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
QUESNEL,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
QUESNEL_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
RAFT,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
RAFT_R,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
RAFT_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
S-CHILKO R,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SLOQUET_CR,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
SLOQUET_CREEK,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
STUART,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
STUART_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
TASEKO_RIVER,Fraser_Summer_5.2,Fraser Early,Fraser River,SalSea,FR-early,Fraser Yearling,Fraser Yearling
ALOUETTE_R_S,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
CHILLIWAC@STAV,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
CHILLIWACK RIVER H,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
CHILLIWACK_F,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
CHILLIWACK_R,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
CHILLIWACK_RIVER_FALL,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
CHILLIWACK_RIVER_SUMMER,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
CHILLIWACK_RIVER_fall,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
CHILLIWACK_VEDDER_RIVER,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
CHILQUA_CR,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
FINCH CR     16.0222,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
H-CHILLIWACK RIVER H,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
HARRISON,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
HARRISON_RIVER,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
HICKS_CR,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
INCH CREEK H,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
NAHATLATCH_RIVER,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
NICOMEKL_R,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
NICOMEKL_RIVER,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
NORRISH_CR,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
POST_CR,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
R_CHILLIWACK,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
S-CHILLIWACK R,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
S-HARRISON R,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
S-INCH CR,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
SILVERDALE_CR,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
STAVE_R,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
STAVE_RIVER,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
WORTH_CR,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
W_CHILLIWACK,Fraser_Fall,Fraser Late,Fraser River,SalSea,FR-late,SoG Coastal,SoG Coastal
CAPILANO,SOMN,SOMN,Fraser River,SalSea,FR-early,SoG Coastal,SoG Coastal
BEAR_CR_SUFA,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
BIG SOOS CR  09.0072,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
CEDAR_EARLY,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
CEDAR_RIVER,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
CEDAR_R_SUFA,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
CLARKS CR    10.0027,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GROVERS CR   15.0299,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
ISSAQUAH CR  08.0178,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
LTL WHITE SALMON NFH,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
LTL WHITE SALMON-NFH,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
PORTAGE BAY STOCK UW,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
VOIGHT CR    10.0414,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
WA URB LITTLE WHITE,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
WALLACE R HATCHERY,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
WALLACE RIVER HATCHERY,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
WHITE R      10.0031,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
WHITE_F,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
WHITE_H,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
WHITE_R,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
WHITE_RIVER,C_Puget_Sound,Central Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
DEWATTO_R_HOOD_CANAL,Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GEORGE ADAMS (PURDY),Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GEORGE ADAMS HATCHERY,Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GEORGE_ADAMS_H,Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
HAMMA HAMMA  16.0251,Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
HAMMA_HAMMA_R,Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
HOODSPORT HATCHERY,Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
NF_SKOKOMISH_F,Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
QUILCENE NFH,Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
QUILCENE_R,Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKOKOMISH R  16.0001,Hood_Canal,Hood Canal,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
FORTSON POND NET PEN,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GLENWOOD SPRINGS,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GRIZZLY_R,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
HURD CR HATCHERY,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
JONES_CR,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
LUMMI SEA PONDS,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
L_SAUK_R,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
L_SKAGIT_R_FA,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
MARBLEMOUNT HATCH,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
MARBLEMOUNT HATCHERY,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
MARBLEMOUNT_H,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
MARBLEMOUNT_HSP,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
MARBLEMOUNT_HSU,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
NF_NOOKSACK_H,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
NOOKSACK -SF 01.0246,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
NOOKSACK R   01.0120,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
NOOKSACK_RIVER,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
NOOKSACK_SF,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SAMISH   (FRIDAY CR),N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SAMISH HATCHERY,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SAMISH R     03.0005,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SAMISH_H,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKAGIT R     03.0176,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKAGIT_R,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKAGIT_RIVER,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKOOKUM CR   01.0273,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKOOKUM CR HATCHERY,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKYKOMISH R  07.0012,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKYKOMISH_R,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKYKOMISH_RIVER,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SNOHOMISH R  07.0012,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SNOHOMISH_R,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SNOHOMISH_RIVER,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
STILLAGUAMISH R,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
STILLAGUAMISH R -NF,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
STILLAGUAMISHS,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
STILLAGUAMISH_RIVER,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
U_SAUK_R,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
U_SAUK_R_SPSU,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
U_SKAGIT_R,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
WALLACE R    07.0940,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
WALLACE R + SAMISH,N_Puget_Sound,North Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
NOOKSACK_SP@KE,N_Puget_Sound,Puget Sound Spring,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKAGIT_SU,N_Puget_Sound,Puget Sound Summer,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SKYKOMISH_SU,N_Puget_Sound,Puget Sound Summer,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
BERNIE GOBIN HATCH,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
CHAMBERS CR  12.0007,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
CLARKS CRK HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
CLEAR CR    11.0013C,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
CLEAR CREEK HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
DESCHUTES R  13.0028,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GARRISON HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GORST CR REARING PND,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GREEN,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GREEN@KENDAL_F,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GREEN_F@SOOS,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GREEN_RIVER,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GREEN_RIVER-KENDAL,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GREEN_RIVER-Kendal,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GREEN_R_FA,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GROVERS CR HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
GROVERS_CR_H,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
HUPP SPRINGS REARING,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
HUPP_SP_H,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
ICY CR HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
ISSAQUAH HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
ISSAQUAH_CR,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
KALAMA CR    11.0017,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
KENDALL CR HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
MINTER CR    15.0048,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
MINTER CR HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
MINTER_CR,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
NISQUALLY R  11.0008,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
PALMER HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
PUYALLUP_R,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SOOS CREEK HATCHERY,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
SOOS_CREEK,S_Puget_Sound,South Puget Sound Fall,Puget Sound,SalSea,PSD,SoG Coastal,SoG Coastal
